Artists_Id,Popularities,Followers,Num_Albums,Page_rank,Closeness_centralities,Degree_centralities
5ttq72mroe2c4RDUxcOBj7,0.08,1.1883429605317814e-07,0.0,0.00010996761267551485,0.3033947328360481,0.0005017561465127947
33C3ByGk9NCrjTIXr6npqf,0.52,0.010388731829560939,0.010101010101010102,0.000499550324288842,0.3632221614725715,0.008028098344204716
1mMjwoytmHP5dTJbIQxN4V,0.54,0.001022687951833651,0.024793388429752067,0.0007499939854007428,0.3529307596954135,0.012042147516307073
7tRv84GDx0il8PMq3uLHqq,0.17,7.886276010801822e-07,0.0009182736455463728,0.00013802113847353524,0.30737199259716225,0.0010035122930255895
6I9HX8C21mP7bDtQUqI6mr,0.0,2.1606235646032387e-08,0.0,0.00010996761267551485,0.3033947328360481,0.0005017561465127947
7xP5MVvzhARMCsR6BN0iXm,0.27,6.1901865125882794e-06,0.0009182736455463728,0.00015942922950556564,0.31781215117206185,0.0015052684395383841
51mykYdNBQ2tiCotVq0oMN,0.18,2.2038360358953036e-06,0.0027548209366391185,0.00017269890742011268,0.3095201118186054,0.0015052684395383841
2RoBY2zVbB44M2ECL0zknV,0.38,2.2967428491732428e-05,0.006427915518824609,0.0005253354463677364,0.3350142881156497,0.006522829904666331
5NZmO3Be6xZVNMZgxoxdtZ,0.03,2.949251165683421e-06,0.0018365472910927456,0.00010996761267551485,0.3033947328360481,0.0005017561465127947
2EPktgC8CMBpzz1Zyc9NJs,0.07,6.373839515579555e-07,0.0,0.00013515477516670065,0.3166004765687053,0.0010035122930255895
1rpgRF0ch5otJ2Cu7NwwX4,0.25,3.790814044096382e-05,0.0027548209366391185,0.0002653189405059526,0.3151984817333544,0.0030105368790767683
5krCPCORBXp7U9NLDF0HVJ,0.04,8.102338367262145e-07,0.0009182736455463728,0.00010996761267551485,0.3033947328360481,0.0005017561465127947
5KY2WPRMDWiJ1i3Sdwx04I,0.21,2.0839214280598238e-05,0.004591368227731864,0.00040831479359090003,0.3461872503039778,0.0055193176116407425
6UnvX7Zx85VNjOpLdaq49W,0.49,0.0009265402032088069,0.018365472910927456,0.000980792625509401,0.3720365876423371,0.015554440541896638
6m17Ne1qjFSXtOvR5kdFNz,0.06,2.290260978479433e-06,0.0009182736455463728,0.00010996761267551485,0.3033947328360481,0.0005017561465127947
6GGDD9gc0De0cMlRcR13T0,0.19,6.859979817615283e-06,0.0009182736455463728,0.0001913968617176978,0.3256003920927953,0.002007024586051179
4pjpxOS58R3WeMfCzpOa89,0.24,2.7180644442708745e-05,0.0009182736455463728,0.00010996761267551485,0.3033947328360481,0.0005017561465127947
6MkzvK9huIhVIgvTZeVFBH,0.33,2.642442619509761e-05,0.0,0.00017217545938461276,0.30595640159656123,0.0015052684395383841
53kDI3KVrY4ZVj1yPLxy8U,0.12,2.787204398338178e-06,0.0,0.00010996761267551485,0.3033947328360481,0.0005017561465127947
3CgFQVOvg4sK8vaGtXPIJ4,0.33,0.0001526372517213958,0.0027548209366391185,0.0001343372482436119,0.33216666666666667,0.0010035122930255895
0V51lMRN33GGT6cwyjmnsf,0.01,6.481870693809717e-08,0.0009182736455463728,0.00010996761267551485,0.3033947328360481,0.0005017561465127947
